Index,ID,Obdobie (rok),Organizácia - typ súdu,Organizácia - skratka,TČ P Z OZ,Dôvody väzby (zoznam spolu),Väzba trvá / skončila / vec vrátená,71a,71b,71c,Dátum vzatia do väzby - dátum a čas,Začiatok súdnej väzby - dátum,Začiatok väzby na súde I. stupňa - dátum,Začiatok väzby na súde II. stupňa - dátum,Dátum rozhodnutia súdu II. stupňa,Dôvod skončenia väzby,Vec je na odvolacom súde,Dotazník - podkategória,Väzba skončila na súde I. stupňa - dátum a čas,Väzba skončila na súde II. stupňa - dátum a čas
8908,1,2020,KS,KS Košice,P,03 - podľa § 71 (1) c/,02 - väzba skončila na súde II. stupňa,,,1,2020-06-29 18:00:00,,21. 8. 2020,2020-11-16 00:00:00,,01 - odsúdením,,V 5-12,,2020-12-02 00:00:00
8909,1,2020,KS,KS Košice,P,03 - podľa § 71 (1) c/,03 - väzba trvá na súde II. stupňa,,,1,2020-08-26 17:00:00,,4. 12. 2020,2021-01-11 00:00:00,,,,V 5-12,,
8910,1,2020,KS,KS Košice,P,03 - podľa § 71 (1) c/,02 - väzba skončila na súde II. stupňa,,,1,2019-11-26 19:20:00,,7. 4. 2020,2020-08-04 00:00:00,,01 - odsúdením,,V 5-12,,2020-08-18 00:00:00
8911,1,2020,KS,KS Košice,P,03 - podľa § 71 (1) c/,03 - väzba trvá na súde II. stupňa,,,1,2020-06-02 06:14:00,,13. 10. 2020,2020-12-21 00:00:00,,,,V 5-12,,
8912,1,2020,KS,KS Košice,Z,03 - podľa § 71 (1) c/,02 - väzba skončila na súde II. stupňa,,,1,2017-11-21 19:00:00,,16. 4. 2018,2020-01-14 00:00:00,,05 - zrušené a vrátené,,V 5-12,,2020-02-07 00:00:00
8913,1,2020,KS,KS Košice,Z,03 - podľa § 71 (1) c/,02 - väzba skončila na súde II. stupňa,,,1,2017-11-21 19:00:00,,16. 4. 2018,2020-07-09 00:00:00,,11 - inak,,V 5-12,,2020-07-14 00:00:00
8914,1,2020,KS,KS Košice,Z,03 - podľa § 71 (1) c/,02 - väzba skončila na súde II. stupňa,,,1,2017-11-21 19:00:00,,16. 4. 2018,2020-07-22 00:00:00,,05 - zrušené a vrátené,,V 5-12,,2020-09-16 00:00:00
8915,1,2020,KS,KS Košice,P,"01 - podľa § 71 (1) a/,03 - podľa § 71 (1) c/",02 - väzba skončila na súde II. stupňa,1,,1,2019-11-07 19:30:00,,5. 2. 2020,2020-04-23 00:00:00,,01 - odsúdením,,V 5-12,,2020-05-13 00:00:00
8916,1,2020,KS,KS Košice,P,03 - podľa § 71 (1) c/,02 - väzba skončila na súde II. stupňa,,,1,2019-07-05 12:20:00,,16. 9. 2019,2020-01-28 00:00:00,,01 - odsúdením,,V 5-12,,2020-02-17 00:00:00
8917,1,2020,KS,KS Košice,Z,03 - podľa § 71 (1) c/,02 - väzba skončila na súde II. stupňa,,,1,2019-11-15 14:30:00,,19. 3. 2020,2020-07-09 00:00:00,,01 - odsúdením,,V 5-12,,2020-09-08 00:00:00
8918,1,2020,KS,KS Košice,Z,03 - podľa § 71 (1) c/,02 - väzba skončila na súde II. stupňa,,,1,2019-03-06 13:30:00,,10. 7. 2019,2019-11-26 00:00:00,,01 - odsúdením,,V 5-12,,2020-01-20 00:00:00
8919,1,2020,KS,KS Košice,Z,"01 - podľa § 71 (1) a/,03 - podľa § 71 (1) c/",02 - väzba skončila na súde II. stupňa,1,,1,2019-05-17 13:02:00,,10. 3. 2020,2020-04-09 00:00:00,,05 - zrušené a vrátené,,V 5-12,,2020-05-05 00:00:00
8920,1,2020,KS,KS Nitra,OZ,,02 - väzba skončila na súde II. stupňa,,,,2017-12-05 00:00:00,,12. 4. 2019,2020-09-07 00:00:00,,01 - odsúdením,,V 5-12,,2020-11-24 00:00:00
8921,1,2020,KS,KS Nitra,Z,,02 - väzba skončila na súde II. stupňa,,,,2020-02-07 00:00:00,,7. 2. 2020,2020-04-09 00:00:00,,99 - CHYBNÝ ZÁPIS,,V 5-12,,2020-04-15 00:00:00
8922,1,2020,KS,KS Nitra,Z,,02 - väzba skončila na súde II. stupňa,,,,2020-02-07 00:00:00,,7. 2. 2020,2020-06-02 00:00:00,,01 - odsúdením,,V 5-12,,2020-06-24 00:00:00
8923,1,2020,KS,KS Nitra,Z,,02 - väzba skončila na súde II. stupňa,,,,2019-08-07 00:00:00,,4. 2. 2020,2020-07-06 00:00:00,,01 - odsúdením,,V 5-12,,2020-07-22 00:00:00
8924,1,2020,KS,KS Nitra,P,,02 - väzba skončila na súde II. stupňa,,,,2019-06-10 00:00:00,,16. 9. 2019,2019-12-11 00:00:00,,01 - odsúdením,,V 5-12,,2020-01-15 00:00:00
8925,1,2020,KS,KS Nitra,Z,,02 - väzba skončila na súde II. stupňa,,,,2019-10-12 00:00:00,,9. 6. 2020,2020-09-25 00:00:00,,01 - odsúdením,,V 5-12,,2020-12-10 00:00:00
8926,1,2020,KS,KS Nitra,Z,,02 - väzba skončila na súde II. stupňa,,,,2019-10-08 00:00:00,,9. 6. 2020,2020-10-27 00:00:00,,01 - odsúdením,,V 5-12,,2020-12-08 00:00:00
8927,1,2020,KS,KS Nitra,OZ,,02 - väzba skončila na súde II. stupňa,,,,2019-12-09 00:00:00,,11. 5. 2020,2020-06-25 00:00:00,,01 - odsúdením,,V 5-12,,2020-06-25 00:00:00
8928,1,2020,KS,KS Nitra,Z,,03 - väzba trvá na súde II. stupňa,,,,2019-10-28 00:00:00,,13. 3. 2020,2020-12-11 00:00:00,,,,V 5-12,,
8929,1,2020,KS,KS Nitra,Z,,03 - väzba trvá na súde II. stupňa,,,,2020-05-30 00:00:00,,2. 10. 2020,2020-12-15 00:00:00,,,,V 5-12,,
8930,1,2020,KS,KS Nitra,Z,,02 - väzba skončila na súde II. stupňa,,,,2019-10-10 00:00:00,,20. 1. 2020,2020-05-04 00:00:00,,11 - inak,,V 5-12,,2020-06-02 00:00:00
8931,1,2020,KS,KS Nitra,OZ,,02 - väzba skončila na súde II. stupňa,,,,2019-09-25 00:00:00,,7. 2. 2020,2020-05-19 00:00:00,,01 - odsúdením,,V 5-12,,2020-06-17 00:00:00
8932,1,2020,KS,KS Nitra,OZ,,03 - väzba trvá na súde II. stupňa,,,,2020-03-15 00:00:00,,10. 9. 2020,2020-12-08 00:00:00,,,,V 5-12,,
8933,1,2020,KS,KS Nitra,Z,,02 - väzba skončila na súde II. stupňa,,,,2019-12-11 00:00:00,,11. 12. 2019,2020-02-06 00:00:00,,01 - odsúdením,,V 5-12,,2020-03-05 00:00:00
8934,1,2020,KS,KS Nitra,OZ,,02 - väzba skončila na súde II. stupňa,,,,2019-11-27 00:00:00,,14. 5. 2020,2020-07-28 00:00:00,,01 - odsúdením,,V 5-12,,2020-08-06 00:00:00
8935,1,2020,KS,KS Nitra,P,,02 - väzba skončila na súde II. stupňa,,,,2019-08-15 00:00:00,,29. 10. 2019,2020-06-05 00:00:00,,01 - odsúdením,,V 5-12,,2020-06-24 00:00:00
8936,1,2020,KS,KS Nitra,P,,02 - väzba skončila na súde II. stupňa,,,,2020-03-29 00:00:00,,30. 3. 2020,2020-06-12 00:00:00,,03 - zastavením,,V 5-12,,2020-06-15 00:00:00
8937,1,2020,KS,KS Nitra,P,,02 - väzba skončila na súde II. stupňa,,,,2019-09-21 00:00:00,,30. 12. 2019,2020-03-06 00:00:00,,01 - odsúdením,,V 5-12,,2020-04-30 00:00:00
8938,1,2020,KS,KS Nitra,Z,,02 - väzba skončila na súde II. stupňa,,,,2020-06-06 00:00:00,,27. 8. 2020,2020-11-04 00:00:00,,01 - odsúdením,,V 5-12,,2020-12-10 00:00:00
8939,1,2020,KS,KS Nitra,Z,,02 - väzba skončila na súde II. stupňa,,,,2018-10-29 00:00:00,,28. 2. 2019,2020-06-08 00:00:00,,01 - odsúdením,,V 5-12,,2020-06-23 00:00:00
8940,1,2020,KS,KS Nitra,Z,,02 - väzba skončila na súde II. stupňa,,,,2020-05-28 00:00:00,,28. 5. 2020,2020-08-07 00:00:00,,01 - odsúdením,,V 5-12,,2020-09-24 00:00:00
8941,1,2020,KS,KS Nitra,Z,,02 - väzba skončila na súde II. stupňa,,,,2019-07-09 00:00:00,,19. 12. 2019,2020-07-06 00:00:00,,01 - odsúdením,,V 5-12,,2020-07-28 00:00:00
8942,1,2020,KS,KS Nitra,Z,,02 - väzba skončila na súde II. stupňa,,,,2019-03-07 00:00:00,,27. 8. 2019,2020-01-28 00:00:00,,01 - odsúdením,,V 5-12,,2020-05-25 00:00:00
8943,1,2020,KS,KS Nitra,OZ,,02 - väzba skončila na súde II. stupňa,,,,2017-07-22 00:00:00,,22. 7. 2017,2020-02-21 00:00:00,,01 - odsúdením,,V 5-12,,2020-04-02 00:00:00
8944,1,2020,KS,KS Nitra,OZ,,02 - väzba skončila na súde II. stupňa,,,,2019-09-10 00:00:00,,19. 12. 2019,2020-07-28 00:00:00,,01 - odsúdením,,V 5-12,,2020-08-19 00:00:00
8945,1,2020,KS,KS Nitra,Z,,02 - väzba skončila na súde II. stupňa,,,,2019-01-10 00:00:00,,7. 6. 2019,2020-03-03 00:00:00,,05 - zrušené a vrátené,,V 5-12,,2020-03-31 00:00:00
8946,1,2020,KS,KS Nitra,Z,,02 - väzba skončila na súde II. stupňa,,,,2020-01-01 00:00:00,,3. 4. 2020,2020-07-10 00:00:00,,01 - odsúdením,,V 5-12,,2020-08-18 00:00:00
8947,1,2020,KS,KS Nitra,Z,,02 - väzba skončila na súde II. stupňa,,,,2020-01-07 00:00:00,,7. 1. 2020,2020-03-30 00:00:00,,01 - odsúdením,,V 5-12,,2020-04-22 00:00:00
8948,1,2020,KS,KS Nitra,Z,,02 - väzba skončila na súde II. stupňa,,,,2020-05-10 00:00:00,,17. 9. 2020,2020-11-10 00:00:00,,11 - inak,,V 5-12,,2020-11-10 00:00:00
8949,1,2020,KS,KS Nitra,Z,,03 - väzba trvá na súde II. stupňa,,,,2020-05-10 00:00:00,,17. 9. 2020,2020-12-17 00:00:00,,,,V 5-12,,
8950,1,2020,KS,KS Nitra,Z,,03 - väzba trvá na súde II. stupňa,,,,2019-10-08 00:00:00,,9. 6. 2020,2020-10-27 00:00:00,,,,V 5-12,,
8951,1,2020,KS,KS Nitra,OZ,,02 - väzba skončila na súde II. stupňa,,,,2017-12-05 00:00:00,,12. 4. 2019,2020-09-07 00:00:00,,01 - odsúdením,,V 5-12,,2020-11-24 00:00:00
8952,1,2020,KS,KS Nitra,Z,,02 - väzba skončila na súde II. stupňa,,,,2019-05-18 00:00:00,,18. 11. 2019,2020-06-23 00:00:00,,01 - odsúdením,,V 5-12,,2020-08-12 00:00:00
8953,1,2020,KS,KS Nitra,P,,02 - väzba skončila na súde II. stupňa,,,,2019-11-01 00:00:00,,3. 11. 2019,2020-03-27 00:00:00,,01 - odsúdením,,V 5-12,,2020-04-30 00:00:00
8954,1,2020,KS,KS Nitra,Z,,02 - väzba skončila na súde II. stupňa,,,,2020-02-15 00:00:00,,28. 4. 2020,2020-08-03 00:00:00,,01 - odsúdením,,V 5-12,,2020-08-26 00:00:00
8955,1,2020,KS,KS Nitra,Z,,02 - väzba skončila na súde II. stupňa,,,,2019-10-24 00:00:00,,3. 3. 2020,2020-06-18 00:00:00,,01 - odsúdením,,V 5-12,,2020-07-01 00:00:00
8956,1,2020,KS,KS Nitra,P,,03 - väzba trvá na súde II. stupňa,,,,2020-07-17 00:00:00,,19. 7. 2020,2020-10-29 00:00:00,,,,V 5-12,,
8957,1,2020,KS,KS Nitra,Z,,02 - väzba skončila na súde II. stupňa,,,,2020-03-11 00:00:00,,17. 6. 2020,2020-09-30 00:00:00,,01 - odsúdením,,V 5-12,,2020-11-03 00:00:00
8958,1,2020,KS,KS Nitra,OZ,,03 - väzba trvá na súde II. stupňa,,,,2019-11-22 00:00:00,,11. 5. 2020,2020-11-06 00:00:00,,,,V 5-12,,
8959,1,2020,KS,KS Nitra,P,,02 - väzba skončila na súde II. stupňa,,,,2016-06-26 00:00:00,,9. 9. 2019,2020-01-07 00:00:00,,01 - odsúdením,,V 5-12,,2020-01-30 00:00:00
8960,1,2020,KS,KS Nitra,Z,,02 - väzba skončila na súde II. stupňa,,,,2019-12-11 00:00:00,,5. 6. 2020,2020-11-10 00:00:00,,01 - odsúdením,,V 5-12,,2020-12-08 00:00:00
8961,1,2020,KS,KS Nitra,P,,02 - väzba skončila na súde II. stupňa,,,,2020-01-14 00:00:00,,28. 4. 2020,2020-06-26 00:00:00,,01 - odsúdením,,V 5-12,,2020-07-28 00:00:00
8962,1,2020,KS,KS Nitra,Z,,02 - väzba skončila na súde II. stupňa,,,,2019-05-12 00:00:00,,2. 10. 2019,2020-01-07 00:00:00,,01 - odsúdením,,V 5-12,,2020-02-04 00:00:00
8963,1,2020,KS,KS Nitra,Z,,03 - väzba trvá na súde II. stupňa,,,,2020-05-20 00:00:00,,7. 7. 2020,2020-12-07 00:00:00,,,,V 5-12,,
8964,1,2020,KS,KS Nitra,Z,,02 - väzba skončila na súde II. stupňa,,,,2019-10-15 00:00:00,,15. 10. 2019,2020-08-04 00:00:00,,01 - odsúdením,,V 5-12,,2020-09-23 00:00:00
8965,1,2020,KS,KS Nitra,Z,,03 - väzba trvá na súde II. stupňa,,,,2020-04-18 00:00:00,,16. 9. 2020,2020-12-11 00:00:00,,,,V 5-12,,
8966,1,2020,KS,KS Nitra,P,,02 - väzba skončila na súde II. stupňa,,,,2020-06-19 00:00:00,,29. 7. 2020,2020-11-04 00:00:00,,01 - odsúdením,,V 5-12,,2020-12-16 00:00:00
8967,1,2020,KS,KS Nitra,OZ,,03 - väzba trvá na súde II. stupňa,,,,2018-10-09 00:00:00,,3. 4. 2019,2020-12-04 00:00:00,,,,V 5-12,,
8968,1,2020,KS,KS Nitra,Z,,03 - väzba trvá na súde II. stupňa,,,,2020-01-18 00:00:00,,15. 6. 2020,2020-12-07 00:00:00,,,,V 5-12,,
8969,1,2020,KS,KS Nitra,Z,,02 - väzba skončila na súde II. stupňa,,,,2019-06-17 00:00:00,,8. 11. 2019,2020-03-05 00:00:00,,01 - odsúdením,,V 5-12,,2020-05-25 00:00:00
8970,1,2020,KS,KS Nitra,OZ,,02 - väzba skončila na súde II. stupňa,,,,2017-06-03 00:00:00,,3. 5. 2018,2019-11-28 00:00:00,,01 - odsúdením,,V 5-12,,2020-02-04 00:00:00
8971,1,2020,KS,KS Nitra,P,,03 - väzba trvá na súde II. stupňa,,,,2020-03-04 00:00:00,,1. 7. 2020,2020-11-11 00:00:00,,,,V 5-12,,
8972,1,2020,KS,KS Nitra,P,,02 - väzba skončila na súde II. stupňa,,,,2020-07-13 00:00:00,,16. 7. 2020,2020-09-28 00:00:00,,01 - odsúdením,,V 5-12,,2020-11-03 00:00:00
8973,1,2020,KS,KS Nitra,Z,,02 - väzba skončila na súde II. stupňa,,,,2019-10-08 00:00:00,,9. 6. 2020,2020-10-27 00:00:00,,01 - odsúdením,,V 5-12,,2020-12-08 00:00:00
8974,1,2020,KS,KS Nitra,OZ,,02 - väzba skončila na súde II. stupňa,,,,2019-05-27 00:00:00,,24. 10. 2019,2020-01-22 00:00:00,,01 - odsúdením,,V 5-12,,2020-02-05 00:00:00
8975,1,2020,KS,KS Nitra,Z,,02 - väzba skončila na súde II. stupňa,,,,2017-12-05 00:00:00,,12. 4. 2019,2020-09-07 00:00:00,,01 - odsúdením,,V 5-12,,2020-11-24 00:00:00
8976,1,2020,KS,KS Nitra,Z,,02 - väzba skončila na súde II. stupňa,,,,2019-09-19 00:00:00,,19. 2. 2020,2020-08-19 00:00:00,,01 - odsúdením,,V 5-12,,2020-11-10 00:00:00
8977,1,2020,KS,KS Nitra,OZ,,02 - väzba skončila na súde II. stupňa,,,,2017-12-05 00:00:00,,12. 4. 2019,2020-09-07 00:00:00,,01 - odsúdením,,V 5-12,,2020-11-24 00:00:00
8978,1,2020,KS,KS Prešov,Z,,02 - väzba skončila na súde II. stupňa,,,,2018-05-21 00:00:00,,24. 9. 2018,2020-05-07 00:00:00,,01 - odsúdením,,V 5-12,,2020-06-04 00:00:00
8979,1,2020,KS,KS Prešov,OZ,,03 - väzba trvá na súde II. stupňa,,,,2019-04-17 00:00:00,,16. 1. 2020,2020-12-10 00:00:00,,,,V 5-12,,
8980,1,2020,KS,KS Prešov,P,,03 - väzba trvá na súde II. stupňa,,,,2020-03-25 00:00:00,,10. 9. 2020,2020-11-25 00:00:00,,,,V 5-12,,
8981,1,2020,KS,KS Prešov,OZ,,01 - vec bola vrátená na súd I. stupňa,,,,2019-03-19 00:00:00,,4. 9. 2019,2020-07-27 00:00:00,2020-09-22 00:00:00,,,V 5-12,,
8982,1,2020,KS,KS Prešov,Z,,02 - väzba skončila na súde II. stupňa,,,,2018-05-10 00:00:00,,22. 10. 2018,2020-02-14 00:00:00,,01 - odsúdením,,V 5-12,,2020-04-01 00:00:00
8983,1,2020,KS,KS Prešov,Z,,02 - väzba skončila na súde II. stupňa,,,,2017-10-12 00:00:00,,4. 4. 2019,2019-11-07 00:00:00,,01 - odsúdením,,V 5-12,,2020-01-16 00:00:00
8984,1,2020,KS,KS Prešov,Z,,03 - väzba trvá na súde II. stupňa,,,,2017-11-10 00:00:00,,18. 6. 2018,2020-10-30 00:00:00,,,,V 5-12,,
8985,1,2020,KS,KS Prešov,Z,,01 - vec bola vrátená na súd I. stupňa,,,,2019-11-21 00:00:00,,24. 2. 2020,2020-05-21 00:00:00,2020-05-22 00:00:00,,,V 5-12,,
8986,1,2020,KS,KS Prešov,Z,,02 - väzba skončila na súde II. stupňa,,,,2019-11-21 00:00:00,,24. 2. 2020,2020-06-15 00:00:00,,01 - odsúdením,,V 5-12,,2020-07-08 00:00:00
8987,1,2020,KS,KS Prešov,Z,,02 - väzba skončila na súde II. stupňa,,,,2019-01-13 00:00:00,,13. 6. 2019,2020-05-13 00:00:00,,01 - odsúdením,,V 5-12,,2020-06-17 00:00:00
8988,1,2020,KS,KS Prešov,OZ,,02 - väzba skončila na súde II. stupňa,,,,2019-09-25 00:00:00,,23. 6. 2020,2020-08-24 00:00:00,,01 - odsúdením,,V 5-12,,2020-09-23 00:00:00
8989,1,2020,KS,KS Prešov,P,,02 - väzba skončila na súde II. stupňa,,,,2019-05-13 00:00:00,,20. 9. 2019,2020-01-08 00:00:00,,01 - odsúdením,,V 5-12,,2020-01-22 00:00:00
8990,1,2020,KS,KS Prešov,OZ,,01 - vec bola vrátená na súd I. stupňa,,,,2018-02-06 00:00:00,,3. 5. 2018,2019-06-04 00:00:00,2019-12-18 00:00:00,,,V 5-12,,
8991,1,2020,KS,KS Prešov,Z,,02 - väzba skončila na súde II. stupňa,,,,2019-11-08 00:00:00,,16. 6. 2020,2020-09-11 00:00:00,,01 - odsúdením,,V 5-12,,2020-10-28 00:00:00
8992,1,2020,KS,KS Prešov,P,,02 - väzba skončila na súde II. stupňa,,,,2019-07-03 00:00:00,,9. 10. 2019,2019-12-13 00:00:00,,01 - odsúdením,,V 5-12,,2020-01-29 00:00:00
8993,1,2020,KS,KS Prešov,Z,,02 - väzba skončila na súde II. stupňa,,,,2019-02-11 00:00:00,,7. 8. 2019,2020-06-15 00:00:00,,01 - odsúdením,,V 5-12,,2020-07-30 00:00:00
8994,1,2020,KS,KS Prešov,Z,,02 - väzba skončila na súde II. stupňa,,,,2018-02-01 00:00:00,,28. 11. 2018,2020-05-07 00:00:00,,01 - odsúdením,,V 5-12,,2020-08-12 00:00:00
8995,1,2020,KS,KS Prešov,OZ,,02 - väzba skončila na súde II. stupňa,,,,2018-06-08 00:00:00,,30. 11. 2018,2020-02-17 00:00:00,,01 - odsúdením,,V 5-12,,2020-04-22 00:00:00
8996,1,2020,KS,KS Prešov,OZ,,01 - vec bola vrátená na súd I. stupňa,,,,2018-06-08 00:00:00,,30. 11. 2018,2020-01-17 00:00:00,2020-01-20 00:00:00,,,V 5-12,,
8997,1,2020,KS,KS Prešov,OZ,,03 - väzba trvá na súde II. stupňa,,,,2019-01-23 00:00:00,,4. 7. 2019,2020-08-10 00:00:00,,,,V 5-12,,
8998,1,2020,KS,KS Prešov,P,,02 - väzba skončila na súde II. stupňa,,,,2019-07-27 00:00:00,,22. 1. 2020,2020-05-11 00:00:00,,01 - odsúdením,,V 5-12,,2020-06-09 00:00:00
8999,1,2020,KS,KS Prešov,P,,02 - väzba skončila na súde II. stupňa,,,,2020-03-11 00:00:00,,11. 3. 2020,2020-08-19 00:00:00,,01 - odsúdením,,V 5-12,,2020-09-17 00:00:00
9000,1,2020,KS,KS Prešov,Z,,02 - väzba skončila na súde II. stupňa,,,,2019-11-02 00:00:00,,20. 3. 2020,2020-08-24 00:00:00,,01 - odsúdením,,V 5-12,,2020-10-28 00:00:00
9001,1,2020,KS,KS Prešov,Z,,02 - väzba skončila na súde II. stupňa,,,,2019-12-26 00:00:00,,29. 4. 2020,2020-07-07 00:00:00,,01 - odsúdením,,V 5-12,,2020-10-22 00:00:00
9002,1,2020,KS,KS Prešov,P,,02 - väzba skončila na súde II. stupňa,,,,2019-07-13 00:00:00,,9. 10. 2019,2019-12-13 00:00:00,,01 - odsúdením,,V 5-12,,2020-01-29 00:00:00
9003,1,2020,KS,KS Prešov,OZ,,02 - väzba skončila na súde II. stupňa,,,,2019-08-16 00:00:00,,11. 3. 2020,2020-11-13 00:00:00,,01 - odsúdením,,V 5-12,,2021-01-13 00:00:00
9004,1,2020,KS,KS Prešov,Z,,03 - väzba trvá na súde II. stupňa,,,,2019-10-22 00:00:00,,4. 3. 2020,2021-01-12 00:00:00,,,,V 5-12,,
9005,1,2020,KS,KS Prešov,OZ,,02 - väzba skončila na súde II. stupňa,,,,2019-01-17 00:00:00,,16. 7. 2019,2020-06-12 00:00:00,,01 - odsúdením,,V 5-12,,2020-09-09 00:00:00
9006,1,2020,KS,KS Prešov,Z,,03 - väzba trvá na súde II. stupňa,,,,2020-03-30 00:00:00,,7. 8. 2020,2020-12-30 00:00:00,,,,V 5-12,,
9007,1,2020,KS,KS Prešov,Z,,03 - väzba trvá na súde II. stupňa,,,,2020-04-07 00:00:00,,5. 10. 2020,2021-01-11 00:00:00,,,,V 5-12,,
9008,1,2020,KS,KS Prešov,P,,01 - vec bola vrátená na súd I. stupňa,,,,2020-06-07 00:00:00,,2. 10. 2020,2020-11-13 00:00:00,2020-11-24 00:00:00,,,V 5-12,,
9009,1,2020,KS,KS Prešov,Z,,01 - vec bola vrátená na súd I. stupňa,,,,2019-10-22 00:00:00,,20. 2. 2020,2020-06-19 00:00:00,2020-07-07 00:00:00,,,V 5-12,,
9010,1,2020,KS,KS Prešov,Z,,03 - väzba trvá na súde II. stupňa,,,,2019-10-22 00:00:00,,20. 2. 2020,2020-11-30 00:00:00,,,,V 5-12,,
9011,1,2020,KS,KS Prešov,Z,,02 - väzba skončila na súde II. stupňa,,,,2019-08-23 00:00:00,,18. 12. 2019,2020-07-02 00:00:00,,01 - odsúdením,,V 5-12,,2020-08-06 00:00:00
9012,1,2020,KS,KS Prešov,Z,,03 - väzba trvá na súde II. stupňa,,,,2019-10-28 00:00:00,,4. 3. 2020,2021-01-12 00:00:00,,,,V 5-12,,
9013,1,2020,KS,KS Prešov,OZ,,02 - väzba skončila na súde II. stupňa,,,,2020-03-13 00:00:00,,13. 3. 2020,2020-09-29 00:00:00,,01 - odsúdením,,V 5-12,,2020-11-26 00:00:00
9014,1,2020,KS,KS Prešov,Z,,02 - väzba skončila na súde II. stupňa,,,,2019-05-13 00:00:00,,24. 10. 2019,2020-03-19 00:00:00,,01 - odsúdením,,V 5-12,,2020-05-06 00:00:00
9015,1,2020,KS,KS Prešov,P,,02 - väzba skončila na súde II. stupňa,,,,2020-06-26 00:00:00,,26. 6. 2020,2020-10-19 00:00:00,,01 - odsúdením,,V 5-12,,2020-11-11 00:00:00
9016,1,2020,KS,KS Prešov,OZ,,03 - väzba trvá na súde II. stupňa,,,,2019-04-17 00:00:00,,16. 1. 2020,2020-12-10 00:00:00,,,,V 5-12,,
9017,1,2020,KS,KS Prešov,OZ,,02 - väzba skončila na súde II. stupňa,,,,2019-12-19 00:00:00,,11. 6. 2020,2020-10-08 00:00:00,,01 - odsúdením,,V 5-12,,2020-11-18 00:00:00
9018,1,2020,KS,KS Prešov,OZ,,02 - väzba skončila na súde II. stupňa,,,,2019-02-15 00:00:00,,1. 7. 2019,2019-12-12 00:00:00,,01 - odsúdením,,V 5-12,,2020-02-12 00:00:00
9019,1,2020,KS,KS Prešov,OZ,,02 - väzba skončila na súde II. stupňa,,,,2019-11-08 00:00:00,,16. 6. 2020,2020-09-11 00:00:00,,01 - odsúdením,,V 5-12,,2020-10-28 00:00:00
9020,1,2020,KS,KS Prešov,OZ,,01 - vec bola vrátená na súd I. stupňa,,,,2019-03-19 00:00:00,,4. 9. 2019,2020-07-27 00:00:00,2020-09-22 00:00:00,,,V 5-12,,
9021,1,2020,KS,KS Prešov,OZ,,02 - väzba skončila na súde II. stupňa,,,,2019-04-24 00:00:00,,24. 10. 2019,2020-07-09 00:00:00,,01 - odsúdením,,V 5-12,,2020-08-27 00:00:00
9022,1,2020,KS,KS Prešov,OZ,,02 - väzba skončila na súde II. stupňa,,,,2019-10-21 00:00:00,,6. 4. 2020,2020-07-10 00:00:00,,01 - odsúdením,,V 5-12,,2020-09-02 00:00:00
9023,1,2020,KS,KS Prešov,OZ,,02 - väzba skončila na súde II. stupňa,,,,2018-10-24 00:00:00,,19. 6. 2019,2020-01-28 00:00:00,,01 - odsúdením,,V 5-12,,2020-02-19 00:00:00
9024,1,2020,KS,KS Prešov,Z,,02 - väzba skončila na súde II. stupňa,,,,2019-11-07 00:00:00,,21. 4. 2020,2020-09-04 00:00:00,,01 - odsúdením,,V 5-12,,2020-10-08 00:00:00
9025,1,2020,KS,KS Prešov,OZ,,02 - väzba skončila na súde II. stupňa,,,,2019-01-17 00:00:00,,6. 5. 2019,2020-05-20 00:00:00,,01 - odsúdením,,V 5-12,,2020-07-01 00:00:00
9026,1,2020,KS,KS Prešov,Z,,02 - väzba skončila na súde II. stupňa,,,,2018-10-03 00:00:00,,12. 2. 2019,2020-01-14 00:00:00,,01 - odsúdením,,V 5-12,,2020-02-19 00:00:00
9027,1,2020,KS,KS Prešov,P,,02 - väzba skončila na súde II. stupňa,,,,2019-06-01 00:00:00,,10. 9. 2019,2019-12-16 00:00:00,,01 - odsúdením,,V 5-12,,2020-01-15 00:00:00
9028,1,2020,KS,KS Prešov,Z,,02 - väzba skončila na súde II. stupňa,,,,2019-01-24 00:00:00,,30. 5. 2019,2020-06-12 00:00:00,,01 - odsúdením,,V 5-12,,2020-07-08 00:00:00
9029,1,2020,KS,KS Prešov,P,,02 - väzba skončila na súde II. stupňa,,,,2020-04-25 00:00:00,,25. 4. 2020,2020-09-18 00:00:00,,01 - odsúdením,,V 5-12,,2020-10-21 00:00:00
9030,1,2020,KS,KS Prešov,P,,02 - väzba skončila na súde II. stupňa,,,,2019-07-30 00:00:00,,5. 12. 2019,2020-06-29 00:00:00,,01 - odsúdením,,V 5-12,,2020-07-15 00:00:00
9031,1,2020,KS,KS Prešov,P,,02 - väzba skončila na súde II. stupňa,,,,2019-07-23 00:00:00,,10. 10. 2019,2020-04-02 00:00:00,,01 - odsúdením,,V 5-12,,2020-05-06 00:00:00
9032,1,2020,KS,KS Prešov,Z,,02 - väzba skončila na súde II. stupňa,,,,2018-03-02 00:00:00,,5. 6. 2018,2020-07-06 00:00:00,,01 - odsúdením,,V 5-12,,2020-08-06 00:00:00
9033,1,2020,KS,KS Prešov,P,,02 - väzba skončila na súde II. stupňa,,,,2019-08-19 00:00:00,,13. 12. 2019,2020-04-16 00:00:00,,01 - odsúdením,,V 5-12,,2020-05-19 00:00:00
