Dávka,Termín,Veková skupina,Čas publikovania,Počet registrácií
1,2021-09-21,25-29,2021-09-16 19:05:37,42
1,2021-09-21,30-34,2021-09-16 19:05:37,51
1,2021-09-21,35-39,2021-09-16 19:05:37,47
1,2021-09-21,40-44,2021-09-16 19:05:37,12
1,2021-09-21,45-49,2021-09-16 19:05:37,8
1,2021-09-21,50-54,2021-09-16 19:05:37,5
1,2021-09-21,55-59,2021-09-16 19:05:37,3
1,2021-09-21,60-64,2021-09-16 19:05:37,6
1,2021-09-21,65-69,2021-09-16 19:05:37,1
1,2021-09-21,70-74,2021-09-16 19:05:37,1
1,2021-09-21,75-79,2021-09-16 19:05:37,1
1,2021-09-21,80-84,2021-09-16 19:05:37,2
1,2021-09-22,00-17,2021-09-16 19:05:37,132
1,2021-09-22,18-19,2021-09-16 19:05:37,7
1,2021-09-22,20-24,2021-09-16 19:05:37,16
1,2021-09-22,25-29,2021-09-16 19:05:37,10
1,2021-09-22,30-34,2021-09-16 19:05:37,8
1,2021-09-22,35-39,2021-09-16 19:05:37,8
1,2021-09-22,40-44,2021-09-16 19:05:37,8
1,2021-09-22,45-49,2021-09-16 19:05:37,8
1,2021-09-22,50-54,2021-09-16 19:05:37,7
1,2021-09-22,55-59,2021-09-16 19:05:37,2
1,2021-09-22,60-64,2021-09-16 19:05:37,4
1,2021-09-22,65-69,2021-09-16 19:05:37,1
1,2021-09-22,70-74,2021-09-16 19:05:37,3
1,2021-09-22,75-79,2021-09-16 19:05:37,3
1,2021-09-22,80-84,2021-09-16 19:05:37,1
1,2021-09-23,30-34,2021-09-16 19:05:37,1
1,2021-09-23,45-49,2021-09-16 19:05:37,1
1,2021-09-24,20-24,2021-09-16 19:05:37,1
1,2021-09-24,25-29,2021-09-16 19:05:37,1
1,2021-09-24,35-39,2021-09-16 19:05:37,1
2,2021-09-16,00-17,2021-09-16 19:05:37,640
2,2021-09-16,18-19,2021-09-16 19:05:37,125
2,2021-09-16,20-24,2021-09-16 19:05:37,253
2,2021-09-16,25-29,2021-09-16 19:05:37,217
2,2021-09-16,30-34,2021-09-16 19:05:37,281
2,2021-09-16,35-39,2021-09-16 19:05:37,272
2,2021-09-16,40-44,2021-09-16 19:05:37,220
2,2021-09-16,45-49,2021-09-16 19:05:37,237
2,2021-09-16,50-54,2021-09-16 19:05:37,192
2,2021-09-16,55-59,2021-09-16 19:05:37,207
2,2021-09-16,60-64,2021-09-16 19:05:37,138
2,2021-09-16,65-69,2021-09-16 19:05:37,136
2,2021-09-16,70-74,2021-09-16 19:05:37,87
2,2021-09-16,75-79,2021-09-16 19:05:37,52
2,2021-09-16,80-84,2021-09-16 19:05:37,29
2,2021-09-16,85-n,2021-09-16 19:05:37,25
2,2021-09-17,00-17,2021-09-16 19:05:37,877
2,2021-09-17,18-19,2021-09-16 19:05:37,261
2,2021-09-17,20-24,2021-09-16 19:05:37,516
2,2021-09-17,25-29,2021-09-16 19:05:37,438
2,2021-09-17,30-34,2021-09-16 19:05:37,535
2,2021-09-17,35-39,2021-09-16 19:05:37,464
2,2021-09-17,40-44,2021-09-16 19:05:37,406
2,2021-09-17,45-49,2021-09-16 19:05:37,426
2,2021-09-17,50-54,2021-09-16 19:05:37,358
2,2021-09-17,55-59,2021-09-16 19:05:37,343
2,2021-09-17,60-64,2021-09-16 19:05:37,222
2,2021-09-17,65-69,2021-09-16 19:05:37,176
2,2021-09-17,70-74,2021-09-16 19:05:37,121
2,2021-09-17,75-79,2021-09-16 19:05:37,90
2,2021-09-17,80-84,2021-09-16 19:05:37,43
2,2021-09-17,85-n,2021-09-16 19:05:37,40
2,2021-09-18,00-17,2021-09-16 19:05:37,286
2,2021-09-18,18-19,2021-09-16 19:05:37,16
2,2021-09-18,20-24,2021-09-16 19:05:37,25
2,2021-09-18,25-29,2021-09-16 19:05:37,46
2,2021-09-18,30-34,2021-09-16 19:05:37,55
2,2021-09-18,35-39,2021-09-16 19:05:37,40
2,2021-09-18,40-44,2021-09-16 19:05:37,30
2,2021-09-18,45-49,2021-09-16 19:05:37,30
2,2021-09-18,50-54,2021-09-16 19:05:37,22
2,2021-09-18,55-59,2021-09-16 19:05:37,21
2,2021-09-18,60-64,2021-09-16 19:05:37,14
2,2021-09-18,65-69,2021-09-16 19:05:37,17
2,2021-09-18,70-74,2021-09-16 19:05:37,4
2,2021-09-18,75-79,2021-09-16 19:05:37,2
2,2021-09-18,80-84,2021-09-16 19:05:37,5
2,2021-09-18,85-n,2021-09-16 19:05:37,1
2,2021-09-19,00-17,2021-09-16 19:05:37,225
2,2021-09-19,18-19,2021-09-16 19:05:37,12
2,2021-09-19,20-24,2021-09-16 19:05:37,34
2,2021-09-19,25-29,2021-09-16 19:05:37,29
2,2021-09-19,30-34,2021-09-16 19:05:37,20
2,2021-09-19,35-39,2021-09-16 19:05:37,29
2,2021-09-19,40-44,2021-09-16 19:05:37,25
2,2021-09-19,45-49,2021-09-16 19:05:37,31
2,2021-09-19,50-54,2021-09-16 19:05:37,21
2,2021-09-19,55-59,2021-09-16 19:05:37,13
2,2021-09-19,60-64,2021-09-16 19:05:37,14
2,2021-09-19,65-69,2021-09-16 19:05:37,5
2,2021-09-19,70-74,2021-09-16 19:05:37,4
2,2021-09-19,75-79,2021-09-16 19:05:37,6
2,2021-09-19,80-84,2021-09-16 19:05:37,3
2,2021-09-19,85-n,2021-09-16 19:05:37,3
2,2021-09-20,00-17,2021-09-16 19:05:37,177
2,2021-09-20,18-19,2021-09-16 19:05:37,121
2,2021-09-20,20-24,2021-09-16 19:05:37,276
2,2021-09-20,25-29,2021-09-16 19:05:37,226
2,2021-09-20,30-34,2021-09-16 19:05:37,263
2,2021-09-20,35-39,2021-09-16 19:05:37,201
2,2021-09-20,40-44,2021-09-16 19:05:37,192
2,2021-09-20,45-49,2021-09-16 19:05:37,171
2,2021-09-20,50-54,2021-09-16 19:05:37,151
2,2021-09-20,55-59,2021-09-16 19:05:37,171
2,2021-09-20,60-64,2021-09-16 19:05:37,104
2,2021-09-20,65-69,2021-09-16 19:05:37,84
2,2021-09-20,70-74,2021-09-16 19:05:37,54
2,2021-09-20,75-79,2021-09-16 19:05:37,41
2,2021-09-20,80-84,2021-09-16 19:05:37,25
2,2021-09-20,85-n,2021-09-16 19:05:37,14
2,2021-09-21,00-17,2021-09-16 19:05:37,433
2,2021-09-21,18-19,2021-09-16 19:05:37,83
2,2021-09-21,20-24,2021-09-16 19:05:37,179
2,2021-09-21,25-29,2021-09-16 19:05:37,153
2,2021-09-21,30-34,2021-09-16 19:05:37,175
2,2021-09-21,35-39,2021-09-16 19:05:37,149
2,2021-09-21,40-44,2021-09-16 19:05:37,145
2,2021-09-21,45-49,2021-09-16 19:05:37,114
2,2021-09-21,50-54,2021-09-16 19:05:37,92
2,2021-09-21,55-59,2021-09-16 19:05:37,92
2,2021-09-21,60-64,2021-09-16 19:05:37,69
2,2021-09-21,65-69,2021-09-16 19:05:37,67
2,2021-09-21,70-74,2021-09-16 19:05:37,57
2,2021-09-21,75-79,2021-09-16 19:05:37,31
2,2021-09-21,80-84,2021-09-16 19:05:37,11
2,2021-09-21,85-n,2021-09-16 19:05:37,21
2,2021-09-22,00-17,2021-09-16 19:05:37,566
2,2021-09-22,18-19,2021-09-16 19:05:37,125
2,2021-09-22,20-24,2021-09-16 19:05:37,233
2,2021-09-22,25-29,2021-09-16 19:05:37,179
2,2021-09-22,30-34,2021-09-16 19:05:37,192
2,2021-09-22,35-39,2021-09-16 19:05:37,170
2,2021-09-22,40-44,2021-09-16 19:05:37,164
2,2021-09-22,45-49,2021-09-16 19:05:37,180
2,2021-09-22,50-54,2021-09-16 19:05:37,141
2,2021-09-22,55-59,2021-09-16 19:05:37,144
2,2021-09-22,60-64,2021-09-16 19:05:37,102
2,2021-09-22,65-69,2021-09-16 19:05:37,94
2,2021-09-22,70-74,2021-09-16 19:05:37,74
2,2021-09-22,75-79,2021-09-16 19:05:37,50
2,2021-09-22,80-84,2021-09-16 19:05:37,33
2,2021-09-22,85-n,2021-09-16 19:05:37,20
2,2021-09-23,00-17,2021-09-16 19:05:37,478
2,2021-09-23,18-19,2021-09-16 19:05:37,129
2,2021-09-23,20-24,2021-09-16 19:05:37,237
2,2021-09-23,25-29,2021-09-16 19:05:37,227
2,2021-09-23,30-34,2021-09-16 19:05:37,290
2,2021-09-23,35-39,2021-09-16 19:05:37,291
2,2021-09-23,40-44,2021-09-16 19:05:37,243
2,2021-09-23,45-49,2021-09-16 19:05:37,219
2,2021-09-23,50-54,2021-09-16 19:05:37,146
2,2021-09-23,55-59,2021-09-16 19:05:37,154
2,2021-09-23,60-64,2021-09-16 19:05:37,138
2,2021-09-23,65-69,2021-09-16 19:05:37,95
2,2021-09-23,70-74,2021-09-16 19:05:37,66
2,2021-09-23,75-79,2021-09-16 19:05:37,46
2,2021-09-23,80-84,2021-09-16 19:05:37,27
2,2021-09-23,85-n,2021-09-16 19:05:37,24
2,2021-09-24,00-17,2021-09-16 19:05:37,459
2,2021-09-24,18-19,2021-09-16 19:05:37,156
2,2021-09-24,20-24,2021-09-16 19:05:37,336
2,2021-09-24,25-29,2021-09-16 19:05:37,282
2,2021-09-24,30-34,2021-09-16 19:05:37,329
2,2021-09-24,35-39,2021-09-16 19:05:37,284
2,2021-09-24,40-44,2021-09-16 19:05:37,292
2,2021-09-24,45-49,2021-09-16 19:05:37,231
2,2021-09-24,50-54,2021-09-16 19:05:37,216
2,2021-09-24,55-59,2021-09-16 19:05:37,199
2,2021-09-24,60-64,2021-09-16 19:05:37,157
2,2021-09-24,65-69,2021-09-16 19:05:37,136
2,2021-09-24,70-74,2021-09-16 19:05:37,86
2,2021-09-24,75-79,2021-09-16 19:05:37,70
2,2021-09-24,80-84,2021-09-16 19:05:37,31
2,2021-09-24,85-n,2021-09-16 19:05:37,22
1,2021-09-17,00-17,2021-09-17 19:05:38,70
1,2021-09-17,18-19,2021-09-17 19:05:38,25
1,2021-09-17,20-24,2021-09-17 19:05:38,22
1,2021-09-17,25-29,2021-09-17 19:05:38,34
1,2021-09-17,30-34,2021-09-17 19:05:38,31
1,2021-09-17,35-39,2021-09-17 19:05:38,34
1,2021-09-17,40-44,2021-09-17 19:05:38,25
1,2021-09-17,45-49,2021-09-17 19:05:38,13
1,2021-09-17,50-54,2021-09-17 19:05:38,8
1,2021-09-17,55-59,2021-09-17 19:05:38,17
1,2021-09-17,60-64,2021-09-17 19:05:38,7
1,2021-09-17,65-69,2021-09-17 19:05:38,13
1,2021-09-17,70-74,2021-09-17 19:05:38,2
1,2021-09-17,75-79,2021-09-17 19:05:38,2
1,2021-09-17,80-84,2021-09-17 19:05:38,1
1,2021-09-17,85-n,2021-09-17 19:05:38,2
1,2021-09-18,00-17,2021-09-17 19:05:38,15
1,2021-09-18,18-19,2021-09-17 19:05:38,4
1,2021-09-18,20-24,2021-09-17 19:05:38,3
1,2021-09-18,25-29,2021-09-17 19:05:38,8
1,2021-09-18,30-34,2021-09-17 19:05:38,10
1,2021-09-18,35-39,2021-09-17 19:05:38,9
1,2021-09-18,40-44,2021-09-17 19:05:38,9
1,2021-09-18,45-49,2021-09-17 19:05:38,1
1,2021-09-18,50-54,2021-09-17 19:05:38,1
1,2021-09-18,55-59,2021-09-17 19:05:38,2
1,2021-09-18,60-64,2021-09-17 19:05:38,3
1,2021-09-18,70-74,2021-09-17 19:05:38,2
1,2021-09-18,85-n,2021-09-17 19:05:38,1
1,2021-09-19,00-17,2021-09-17 19:05:38,46
1,2021-09-19,18-19,2021-09-17 19:05:38,4
1,2021-09-19,20-24,2021-09-17 19:05:38,67
1,2021-09-19,25-29,2021-09-17 19:05:38,26
1,2021-09-19,30-34,2021-09-17 19:05:38,33
1,2021-09-19,35-39,2021-09-17 19:05:38,31
1,2021-09-19,40-44,2021-09-17 19:05:38,14
1,2021-09-19,45-49,2021-09-17 19:05:38,13
1,2021-09-19,50-54,2021-09-17 19:05:38,10
1,2021-09-19,55-59,2021-09-17 19:05:38,4
1,2021-09-19,60-64,2021-09-17 19:05:38,9
1,2021-09-19,65-69,2021-09-17 19:05:38,2
1,2021-09-19,70-74,2021-09-17 19:05:38,8
1,2021-09-19,75-79,2021-09-17 19:05:38,1
1,2021-09-19,85-n,2021-09-17 19:05:38,2
1,2021-09-20,00-17,2021-09-17 19:05:38,42
1,2021-09-20,18-19,2021-09-17 19:05:38,22
1,2021-09-20,20-24,2021-09-17 19:05:38,41
1,2021-09-20,25-29,2021-09-17 19:05:38,66
1,2021-09-20,30-34,2021-09-17 19:05:38,50
1,2021-09-20,35-39,2021-09-17 19:05:38,63
1,2021-09-20,40-44,2021-09-17 19:05:38,40
1,2021-09-20,45-49,2021-09-17 19:05:38,33
1,2021-09-20,50-54,2021-09-17 19:05:38,16
1,2021-09-20,55-59,2021-09-17 19:05:38,21
1,2021-09-20,60-64,2021-09-17 19:05:38,20
1,2021-09-20,65-69,2021-09-17 19:05:38,15
1,2021-09-20,70-74,2021-09-17 19:05:38,13
1,2021-09-20,75-79,2021-09-17 19:05:38,5
1,2021-09-20,80-84,2021-09-17 19:05:38,5
1,2021-09-20,85-n,2021-09-17 19:05:38,1
1,2021-09-21,00-17,2021-09-17 19:05:38,138
1,2021-09-21,18-19,2021-09-17 19:05:38,10
1,2021-09-21,20-24,2021-09-17 19:05:38,58
1,2021-09-21,25-29,2021-09-17 19:05:38,62
1,2021-09-21,30-34,2021-09-17 19:05:38,64
1,2021-09-21,35-39,2021-09-17 19:05:38,60
1,2021-09-21,40-44,2021-09-17 19:05:38,41
1,2021-09-21,45-49,2021-09-17 19:05:38,13
1,2021-09-21,50-54,2021-09-17 19:05:38,9
1,2021-09-21,55-59,2021-09-17 19:05:38,13
1,2021-09-21,60-64,2021-09-17 19:05:38,12
1,2021-09-21,65-69,2021-09-17 19:05:38,4
1,2021-09-21,70-74,2021-09-17 19:05:38,2
1,2021-09-21,75-79,2021-09-17 19:05:38,1
1,2021-09-21,80-84,2021-09-17 19:05:38,3
1,2021-09-22,00-17,2021-09-17 19:05:38,154
1,2021-09-22,18-19,2021-09-17 19:05:38,11
1,2021-09-22,20-24,2021-09-17 19:05:38,24
1,2021-09-22,25-29,2021-09-17 19:05:38,18
1,2021-09-22,30-34,2021-09-17 19:05:38,20
1,2021-09-22,35-39,2021-09-17 19:05:38,13
1,2021-09-22,40-44,2021-09-17 19:05:38,11
1,2021-09-22,45-49,2021-09-17 19:05:38,10
1,2021-09-22,50-54,2021-09-17 19:05:38,9
1,2021-09-22,55-59,2021-09-17 19:05:38,8
1,2021-09-22,60-64,2021-09-17 19:05:38,7
1,2021-09-22,65-69,2021-09-17 19:05:38,3
1,2021-09-22,70-74,2021-09-17 19:05:38,7
1,2021-09-22,75-79,2021-09-17 19:05:38,4
1,2021-09-22,80-84,2021-09-17 19:05:38,1
1,2021-09-22,85-n,2021-09-17 19:05:38,1
1,2021-09-23,00-17,2021-09-17 19:05:38,14
1,2021-09-23,18-19,2021-09-17 19:05:38,11
1,2021-09-23,20-24,2021-09-17 19:05:38,19
1,2021-09-23,25-29,2021-09-17 19:05:38,12
1,2021-09-23,30-34,2021-09-17 19:05:38,9
1,2021-09-23,35-39,2021-09-17 19:05:38,12
1,2021-09-23,40-44,2021-09-17 19:05:38,7
1,2021-09-23,45-49,2021-09-17 19:05:38,7
1,2021-09-23,50-54,2021-09-17 19:05:38,1
1,2021-09-23,55-59,2021-09-17 19:05:38,4
1,2021-09-23,60-64,2021-09-17 19:05:38,1
1,2021-09-23,65-69,2021-09-17 19:05:38,2
1,2021-09-23,70-74,2021-09-17 19:05:38,1
1,2021-09-23,75-79,2021-09-17 19:05:38,3
1,2021-09-23,85-n,2021-09-17 19:05:38,1
1,2021-09-24,20-24,2021-09-17 19:05:38,2
1,2021-09-24,25-29,2021-09-17 19:05:38,2
1,2021-09-24,35-39,2021-09-17 19:05:38,1
1,2021-09-24,50-54,2021-09-17 19:05:38,1
2,2021-09-17,00-17,2021-09-17 19:05:38,423
2,2021-09-17,18-19,2021-09-17 19:05:38,89
2,2021-09-17,20-24,2021-09-17 19:05:38,179
2,2021-09-17,25-29,2021-09-17 19:05:38,147
2,2021-09-17,30-34,2021-09-17 19:05:38,196
2,2021-09-17,35-39,2021-09-17 19:05:38,183
2,2021-09-17,40-44,2021-09-17 19:05:38,141
2,2021-09-17,45-49,2021-09-17 19:05:38,158
2,2021-09-17,50-54,2021-09-17 19:05:38,153
2,2021-09-17,55-59,2021-09-17 19:05:38,146
2,2021-09-17,60-64,2021-09-17 19:05:38,81
2,2021-09-17,65-69,2021-09-17 19:05:38,75
2,2021-09-17,70-74,2021-09-17 19:05:38,43
2,2021-09-17,75-79,2021-09-17 19:05:38,40
2,2021-09-17,80-84,2021-09-17 19:05:38,15
2,2021-09-17,85-n,2021-09-17 19:05:38,22
2,2021-09-18,00-17,2021-09-17 19:05:38,266
2,2021-09-18,18-19,2021-09-17 19:05:38,15
2,2021-09-18,20-24,2021-09-17 19:05:38,23
2,2021-09-18,25-29,2021-09-17 19:05:38,46
2,2021-09-18,30-34,2021-09-17 19:05:38,52
2,2021-09-18,35-39,2021-09-17 19:05:38,35
2,2021-09-18,40-44,2021-09-17 19:05:38,30
2,2021-09-18,45-49,2021-09-17 19:05:38,29
2,2021-09-18,50-54,2021-09-17 19:05:38,19
2,2021-09-18,55-59,2021-09-17 19:05:38,21
2,2021-09-18,60-64,2021-09-17 19:05:38,14
2,2021-09-18,65-69,2021-09-17 19:05:38,16
2,2021-09-18,70-74,2021-09-17 19:05:38,3
2,2021-09-18,75-79,2021-09-17 19:05:38,1
2,2021-09-18,80-84,2021-09-17 19:05:38,3
2,2021-09-18,85-n,2021-09-17 19:05:38,1
2,2021-09-19,00-17,2021-09-17 19:05:38,221
2,2021-09-19,18-19,2021-09-17 19:05:38,12
2,2021-09-19,20-24,2021-09-17 19:05:38,32
2,2021-09-19,25-29,2021-09-17 19:05:38,28
2,2021-09-19,30-34,2021-09-17 19:05:38,19
2,2021-09-19,35-39,2021-09-17 19:05:38,29
2,2021-09-19,40-44,2021-09-17 19:05:38,24
2,2021-09-19,45-49,2021-09-17 19:05:38,29
2,2021-09-19,50-54,2021-09-17 19:05:38,19
2,2021-09-19,55-59,2021-09-17 19:05:38,13
2,2021-09-19,60-64,2021-09-17 19:05:38,13
2,2021-09-19,65-69,2021-09-17 19:05:38,5
2,2021-09-19,70-74,2021-09-17 19:05:38,4
2,2021-09-19,75-79,2021-09-17 19:05:38,6
2,2021-09-19,80-84,2021-09-17 19:05:38,3
2,2021-09-19,85-n,2021-09-17 19:05:38,3
2,2021-09-20,00-17,2021-09-17 19:05:38,169
2,2021-09-20,18-19,2021-09-17 19:05:38,128
2,2021-09-20,20-24,2021-09-17 19:05:38,290
2,2021-09-20,25-29,2021-09-17 19:05:38,249
2,2021-09-20,30-34,2021-09-17 19:05:38,265
2,2021-09-20,35-39,2021-09-17 19:05:38,224
2,2021-09-20,40-44,2021-09-17 19:05:38,206
2,2021-09-20,45-49,2021-09-17 19:05:38,196
2,2021-09-20,50-54,2021-09-17 19:05:38,171
2,2021-09-20,55-59,2021-09-17 19:05:38,195
2,2021-09-20,60-64,2021-09-17 19:05:38,129
2,2021-09-20,65-69,2021-09-17 19:05:38,100
2,2021-09-20,70-74,2021-09-17 19:05:38,55
2,2021-09-20,75-79,2021-09-17 19:05:38,42
2,2021-09-20,80-84,2021-09-17 19:05:38,27
2,2021-09-20,85-n,2021-09-17 19:05:38,16
2,2021-09-21,00-17,2021-09-17 19:05:38,534
2,2021-09-21,18-19,2021-09-17 19:05:38,101
2,2021-09-21,20-24,2021-09-17 19:05:38,226
2,2021-09-21,25-29,2021-09-17 19:05:38,170
2,2021-09-21,30-34,2021-09-17 19:05:38,215
2,2021-09-21,35-39,2021-09-17 19:05:38,174
2,2021-09-21,40-44,2021-09-17 19:05:38,171
2,2021-09-21,45-49,2021-09-17 19:05:38,141
2,2021-09-21,50-54,2021-09-17 19:05:38,113
2,2021-09-21,55-59,2021-09-17 19:05:38,105
2,2021-09-21,60-64,2021-09-17 19:05:38,79
2,2021-09-21,65-69,2021-09-17 19:05:38,71
2,2021-09-21,70-74,2021-09-17 19:05:38,60
2,2021-09-21,75-79,2021-09-17 19:05:38,32
2,2021-09-21,80-84,2021-09-17 19:05:38,12
2,2021-09-21,85-n,2021-09-17 19:05:38,22
2,2021-09-22,00-17,2021-09-17 19:05:38,589
2,2021-09-22,18-19,2021-09-17 19:05:38,133
2,2021-09-22,20-24,2021-09-17 19:05:38,263
2,2021-09-22,25-29,2021-09-17 19:05:38,210
2,2021-09-22,30-34,2021-09-17 19:05:38,219
2,2021-09-22,35-39,2021-09-17 19:05:38,188
2,2021-09-22,40-44,2021-09-17 19:05:38,191
2,2021-09-22,45-49,2021-09-17 19:05:38,197
2,2021-09-22,50-54,2021-09-17 19:05:38,162
2,2021-09-22,55-59,2021-09-17 19:05:38,159
2,2021-09-22,60-64,2021-09-17 19:05:38,116
2,2021-09-22,65-69,2021-09-17 19:05:38,105
2,2021-09-22,70-74,2021-09-17 19:05:38,82
2,2021-09-22,75-79,2021-09-17 19:05:38,52
2,2021-09-22,80-84,2021-09-17 19:05:38,40
2,2021-09-22,85-n,2021-09-17 19:05:38,20
2,2021-09-23,00-17,2021-09-17 19:05:38,636
2,2021-09-23,18-19,2021-09-17 19:05:38,155
2,2021-09-23,20-24,2021-09-17 19:05:38,294
2,2021-09-23,25-29,2021-09-17 19:05:38,278
2,2021-09-23,30-34,2021-09-17 19:05:38,325
2,2021-09-23,35-39,2021-09-17 19:05:38,331
2,2021-09-23,40-44,2021-09-17 19:05:38,302
2,2021-09-23,45-49,2021-09-17 19:05:38,268
2,2021-09-23,50-54,2021-09-17 19:05:38,177
2,2021-09-23,55-59,2021-09-17 19:05:38,188
2,2021-09-23,60-64,2021-09-17 19:05:38,151
2,2021-09-23,65-69,2021-09-17 19:05:38,116
2,2021-09-23,70-74,2021-09-17 19:05:38,75
2,2021-09-23,75-79,2021-09-17 19:05:38,54
2,2021-09-23,80-84,2021-09-17 19:05:38,30
2,2021-09-23,85-n,2021-09-17 19:05:38,28
2,2021-09-24,00-17,2021-09-17 19:05:38,463
2,2021-09-24,18-19,2021-09-17 19:05:38,181
2,2021-09-24,20-24,2021-09-17 19:05:38,421
2,2021-09-24,25-29,2021-09-17 19:05:38,343
2,2021-09-24,30-34,2021-09-17 19:05:38,406
2,2021-09-24,35-39,2021-09-17 19:05:38,350
2,2021-09-24,40-44,2021-09-17 19:05:38,345
2,2021-09-24,45-49,2021-09-17 19:05:38,273
2,2021-09-24,50-54,2021-09-17 19:05:38,255
2,2021-09-24,55-59,2021-09-17 19:05:38,231
2,2021-09-24,60-64,2021-09-17 19:05:38,188
2,2021-09-24,65-69,2021-09-17 19:05:38,161
2,2021-09-24,70-74,2021-09-17 19:05:38,92
2,2021-09-24,75-79,2021-09-17 19:05:38,82
2,2021-09-24,80-84,2021-09-17 19:05:38,32
2,2021-09-24,85-n,2021-09-17 19:05:38,28
1,2021-09-18,00-17,2021-09-18 19:05:36,4
1,2021-09-18,25-29,2021-09-18 19:05:36,1
1,2021-09-18,30-34,2021-09-18 19:05:36,1
1,2021-09-18,35-39,2021-09-18 19:05:36,2
1,2021-09-18,40-44,2021-09-18 19:05:36,1
1,2021-09-19,00-17,2021-09-18 19:05:36,62
1,2021-09-19,18-19,2021-09-18 19:05:36,34
1,2021-09-19,20-24,2021-09-18 19:05:36,78
1,2021-09-19,25-29,2021-09-18 19:05:36,38
1,2021-09-19,30-34,2021-09-18 19:05:36,43
1,2021-09-19,35-39,2021-09-18 19:05:36,40
1,2021-09-19,40-44,2021-09-18 19:05:36,18
1,2021-09-19,45-49,2021-09-18 19:05:36,22
1,2021-09-19,50-54,2021-09-18 19:05:36,13
1,2021-09-19,55-59,2021-09-18 19:05:36,7
1,2021-09-19,60-64,2021-09-18 19:05:36,11
1,2021-09-19,65-69,2021-09-18 19:05:36,3
1,2021-09-19,70-74,2021-09-18 19:05:36,11
1,2021-09-19,75-79,2021-09-18 19:05:36,4
1,2021-09-19,80-84,2021-09-18 19:05:36,1
1,2021-09-19,85-n,2021-09-18 19:05:36,2
1,2021-09-20,00-17,2021-09-18 19:05:36,60
1,2021-09-20,18-19,2021-09-18 19:05:36,36
1,2021-09-20,20-24,2021-09-18 19:05:36,74
1,2021-09-20,25-29,2021-09-18 19:05:36,96
1,2021-09-20,30-34,2021-09-18 19:05:36,67
1,2021-09-20,35-39,2021-09-18 19:05:36,85
1,2021-09-20,40-44,2021-09-18 19:05:36,53
1,2021-09-20,45-49,2021-09-18 19:05:36,45
1,2021-09-20,50-54,2021-09-18 19:05:36,23
1,2021-09-20,55-59,2021-09-18 19:05:36,24
1,2021-09-20,60-64,2021-09-18 19:05:36,27
1,2021-09-20,65-69,2021-09-18 19:05:36,18
1,2021-09-20,70-74,2021-09-18 19:05:36,14
1,2021-09-20,75-79,2021-09-18 19:05:36,6
1,2021-09-20,80-84,2021-09-18 19:05:36,5
1,2021-09-20,85-n,2021-09-18 19:05:36,2
1,2021-09-21,00-17,2021-09-18 19:05:36,140
1,2021-09-21,18-19,2021-09-18 19:05:36,28
1,2021-09-21,20-24,2021-09-18 19:05:36,69
1,2021-09-21,25-29,2021-09-18 19:05:36,76
1,2021-09-21,30-34,2021-09-18 19:05:36,81
1,2021-09-21,35-39,2021-09-18 19:05:36,74
1,2021-09-21,40-44,2021-09-18 19:05:36,48
1,2021-09-21,45-49,2021-09-18 19:05:36,33
1,2021-09-21,50-54,2021-09-18 19:05:36,15
1,2021-09-21,55-59,2021-09-18 19:05:36,17
1,2021-09-21,60-64,2021-09-18 19:05:36,18
1,2021-09-21,65-69,2021-09-18 19:05:36,6
1,2021-09-21,70-74,2021-09-18 19:05:36,2
1,2021-09-21,75-79,2021-09-18 19:05:36,1
1,2021-09-21,80-84,2021-09-18 19:05:36,3
1,2021-09-21,85-n,2021-09-18 19:05:36,1
1,2021-09-22,00-17,2021-09-18 19:05:36,181
1,2021-09-22,18-19,2021-09-18 19:05:36,11
1,2021-09-22,20-24,2021-09-18 19:05:36,35
1,2021-09-22,25-29,2021-09-18 19:05:36,24
1,2021-09-22,30-34,2021-09-18 19:05:36,28
1,2021-09-22,35-39,2021-09-18 19:05:36,19
1,2021-09-22,40-44,2021-09-18 19:05:36,11
1,2021-09-22,45-49,2021-09-18 19:05:36,11
1,2021-09-22,50-54,2021-09-18 19:05:36,10
1,2021-09-22,55-59,2021-09-18 19:05:36,8
1,2021-09-22,60-64,2021-09-18 19:05:36,10
1,2021-09-22,65-69,2021-09-18 19:05:36,4
1,2021-09-22,70-74,2021-09-18 19:05:36,8
1,2021-09-22,75-79,2021-09-18 19:05:36,5
1,2021-09-22,80-84,2021-09-18 19:05:36,2
1,2021-09-22,85-n,2021-09-18 19:05:36,1
1,2021-09-23,00-17,2021-09-18 19:05:36,20
1,2021-09-23,18-19,2021-09-18 19:05:36,15
1,2021-09-23,20-24,2021-09-18 19:05:36,20
1,2021-09-23,25-29,2021-09-18 19:05:36,15
1,2021-09-23,30-34,2021-09-18 19:05:36,12
1,2021-09-23,35-39,2021-09-18 19:05:36,20
1,2021-09-23,40-44,2021-09-18 19:05:36,11
1,2021-09-23,45-49,2021-09-18 19:05:36,9
1,2021-09-23,50-54,2021-09-18 19:05:36,4
1,2021-09-23,55-59,2021-09-18 19:05:36,10
1,2021-09-23,60-64,2021-09-18 19:05:36,3
1,2021-09-23,65-69,2021-09-18 19:05:36,3
1,2021-09-23,70-74,2021-09-18 19:05:36,4
1,2021-09-23,75-79,2021-09-18 19:05:36,3
1,2021-09-23,85-n,2021-09-18 19:05:36,1
